GameID,League,Season,Date,HomeTeam,AwayTeam,Result
8382472,braseriea,2016-2017,13.05.2017,Flamengo RJ,Atlético Mineiro,1:1
8382474,braseriea,2016-2017,14.05.2017,Corinthians SP,Chapecoense,1:1
8382471,braseriea,2016-2017,14.05.2017,Fluminense RJ,Santos FC,3:2
8382473,braseriea,2016-2017,14.05.2017,SE Palmeiras,Vasco da Gama,4:0
8382475,braseriea,2016-2017,14.05.2017,Cruzeiro EC,São Paulo FC,1:0
8382478,braseriea,2016-2017,14.05.2017,EC Bahia,Atlético Paranaense,6:2
8382479,braseriea,2016-2017,14.05.2017,Ponte Preta,Sport Club Recife,4:0
8382480,braseriea,2016-2017,14.05.2017,Avaí FC,EC Vitória BA,0:0
8382477,braseriea,2016-2017,15.05.2017,Grêmio Porto Alegre,Botafogo RJ,2:0
8382476,braseriea,2016-2017,16.05.2017,Coritiba FC,Atlético GO,4:1
8382483,braseriea,2016-2017,20.05.2017,Santos FC,Coritiba FC,1:0
8382489,braseriea,2016-2017,21.05.2017,Atlético GO,Flamengo RJ,0:3
8382490,braseriea,2016-2017,21.05.2017,Chapecoense,SE Palmeiras,1:0
8382482,braseriea,2016-2017,21.05.2017,Vasco da Gama,EC Bahia,2:1
8382485,braseriea,2016-2017,21.05.2017,Atlético Mineiro,Fluminense RJ,1:2
8382486,braseriea,2016-2017,21.05.2017,Atlético Paranaense,Grêmio Porto Alegre,0:2
8382488,braseriea,2016-2017,21.05.2017,EC Vitória BA,Corinthians SP,0:1
8382481,braseriea,2016-2017,21.05.2017,Botafogo RJ,Ponte Preta,2:0
8382487,braseriea,2016-2017,22.05.2017,Sport Club Recife,Cruzeiro EC,1:1
8382484,braseriea,2016-2017,23.05.2017,São Paulo FC,Avaí FC,2:0
8382492,braseriea,2016-2017,27.05.2017,Vasco da Gama,Fluminense RJ,3:2
8382494,braseriea,2016-2017,28.05.2017,São Paulo FC,SE Palmeiras,2:0
8382498,braseriea,2016-2017,28.05.2017,EC Vitória BA,Coritiba FC,0:1
8382495,braseriea,2016-2017,28.05.2017,Atlético Mineiro,Ponte Preta,2:2
8382493,braseriea,2016-2017,28.05.2017,Santos FC,Cruzeiro EC,0:1
8382496,braseriea,2016-2017,28.05.2017,Atlético Paranaense,Flamengo RJ,1:1
8382499,braseriea,2016-2017,28.05.2017,Atlético GO,Corinthians SP,0:1
8382497,braseriea,2016-2017,28.05.2017,Sport Club Recife,Grêmio Porto Alegre,4:3
8382491,braseriea,2016-2017,29.05.2017,Botafogo RJ,EC Bahia,1:0
8382500,braseriea,2016-2017,30.05.2017,Chapecoense,Avaí FC,2:0
8382506,braseriea,2016-2017,03.06.2017,Coritiba FC,Atlético Paranaense,1:0
8382501,braseriea,2016-2017,03.06.2017,Fluminense RJ,EC Vitória BA,2:1
8382504,braseriea,2016-2017,04.06.2017,Corinthians SP,Santos FC,2:0
8382502,braseriea,2016-2017,04.06.2017,Flamengo RJ,Botafogo RJ,0:0
8382510,braseriea,2016-2017,04.06.2017,Avaí FC,Sport Club Recife,1:0
8382503,braseriea,2016-2017,04.06.2017,SE Palmeiras,Atlético Mineiro,0:0
8382507,braseriea,2016-2017,04.06.2017,Grêmio Porto Alegre,Vasco da Gama,2:0
8382509,braseriea,2016-2017,04.06.2017,Ponte Preta,São Paulo FC,1:0
8382505,braseriea,2016-2017,05.06.2017,Cruzeiro EC,Chapecoense,0:2
8382508,braseriea,2016-2017,06.06.2017,EC Bahia,Atlético GO,3:0
8382511,braseriea,2016-2017,07.06.2017,Fluminense RJ,Atlético Paranaense,1:1
8382515,braseriea,2016-2017,08.06.2017,Atlético Mineiro,Avaí FC,1:0
8382516,braseriea,2016-2017,08.06.2017,Coritiba FC,SE Palmeiras,1:0
8382513,braseriea,2016-2017,08.06.2017,Santos FC,Botafogo RJ,1:0
8382512,braseriea,2016-2017,08.06.2017,Vasco da Gama,Corinthians SP,2:5
8382517,braseriea,2016-2017,08.06.2017,Sport Club Recife,Flamengo RJ,2:0
8382514,braseriea,2016-2017,09.06.2017,São Paulo FC,EC Vitória BA,2:0
8382519,braseriea,2016-2017,09.06.2017,Atlético GO,Ponte Preta,3:0
8382520,braseriea,2016-2017,09.06.2017,Chapecoense,Grêmio Porto Alegre,3:6
8382518,braseriea,2016-2017,09.06.2017,EC Bahia,Cruzeiro EC,1:0
8382523,braseriea,2016-2017,10.06.2017,SE Palmeiras,Fluminense RJ,3:1
8382522,braseriea,2016-2017,11.06.2017,Vasco da Gama,Sport Club Recife,2:1
8382521,braseriea,2016-2017,11.06.2017,Botafogo RJ,Coritiba FC,2:2
8382524,braseriea,2016-2017,11.06.2017,Corinthians SP,São Paulo FC,3:2
8382528,braseriea,2016-2017,11.06.2017,EC Vitória BA,Atlético Mineiro,2:0
8382529,braseriea,2016-2017,11.06.2017,Ponte Preta,Chapecoense,3:2
8382530,braseriea,2016-2017,11.06.2017,Avaí FC,Flamengo RJ,1:1
8382525,braseriea,2016-2017,11.06.2017,Cruzeiro EC,Atlético GO,2:0
8382526,braseriea,2016-2017,12.06.2017,Atlético Paranaense,Santos FC,0:2
8382527,braseriea,2016-2017,13.06.2017,Grêmio Porto Alegre,EC Bahia,1:0
8382535,braseriea,2016-2017,15.06.2017,Atlético Mineiro,Atlético Paranaense,0:1
8382537,braseriea,2016-2017,15.06.2017,Sport Club Recife,São Paulo FC,0:0
8382538,braseriea,2016-2017,15.06.2017,EC Vitória BA,Botafogo RJ,2:2
8382539,braseriea,2016-2017,15.06.2017,Atlético GO,Avaí FC,3:1
8382532,braseriea,2016-2017,15.06.2017,Flamengo RJ,Ponte Preta,2:0
8382533,braseriea,2016-2017,15.06.2017,Santos FC,SE Palmeiras,1:0
8382534,braseriea,2016-2017,15.06.2017,Corinthians SP,Cruzeiro EC,1:0
8382540,braseriea,2016-2017,15.06.2017,Chapecoense,Vasco da Gama,2:1
8382536,braseriea,2016-2017,15.06.2017,Coritiba FC,EC Bahia,0:0
8382531,braseriea,2016-2017,16.06.2017,Fluminense RJ,Grêmio Porto Alegre,0:2
8382549,braseriea,2016-2017,17.06.2017,Atlético GO,Atlético Paranaense,0:1
8382542,braseriea,2016-2017,18.06.2017,Vasco da Gama,Avaí FC,1:0
8382543,braseriea,2016-2017,18.06.2017,Santos FC,Ponte Preta,0:0
8382546,braseriea,2016-2017,18.06.2017,Coritiba FC,Corinthians SP,0:0
8382541,braseriea,2016-2017,18.06.2017,Fluminense RJ,Flamengo RJ,2:2
8382544,braseriea,2016-2017,18.06.2017,São Paulo FC,Atlético Mineiro,1:2
8382548,braseriea,2016-2017,18.06.2017,EC Bahia,SE Palmeiras,2:4
8382550,braseriea,2016-2017,18.06.2017,Chapecoense,Botafogo RJ,0:2
8382547,braseriea,2016-2017,19.06.2017,Sport Club Recife,EC Vitória BA,1:3
8382545,braseriea,2016-2017,20.06.2017,Cruzeiro EC,Grêmio Porto Alegre,3:3
8382558,braseriea,2016-2017,22.06.2017,EC Vitória BA,Santos FC,0:2
8382551,braseriea,2016-2017,22.06.2017,Botafogo RJ,Vasco da Gama,3:1
8382553,braseriea,2016-2017,22.06.2017,SE Palmeiras,Atlético GO,1:0
8382555,braseriea,2016-2017,22.06.2017,Atlético Mineiro,Sport Club Recife,2:2
8382556,braseriea,2016-2017,22.06.2017,Atlético Paranaense,São Paulo FC,1:0
8382560,braseriea,2016-2017,22.06.2017,Avaí FC,Fluminense RJ,0:3
8382554,braseriea,2016-2017,23.06.2017,Corinthians SP,EC Bahia,3:0
8382559,braseriea,2016-2017,23.06.2017,Ponte Preta,Cruzeiro EC,1:0
8382552,braseriea,2016-2017,23.06.2017,Flamengo RJ,Chapecoense,5:1
8382557,braseriea,2016-2017,23.06.2017,Grêmio Porto Alegre,Coritiba FC,2:0
8382563,braseriea,2016-2017,25.06.2017,Santos FC,Sport Club Recife,0:1
8382562,braseriea,2016-2017,25.06.2017,Vasco da Gama,Atlético GO,1:0
8382564,braseriea,2016-2017,25.06.2017,São Paulo FC,Fluminense RJ,1:1
8382565,braseriea,2016-2017,25.06.2017,Cruzeiro EC,Coritiba FC,2:0
8382566,braseriea,2016-2017,25.06.2017,Atlético Paranaense,EC Vitória BA,4:1
8382567,braseriea,2016-2017,25.06.2017,Grêmio Porto Alegre,Corinthians SP,0:1
8382569,braseriea,2016-2017,25.06.2017,Ponte Preta,SE Palmeiras,1:2
8382568,braseriea,2016-2017,25.06.2017,EC Bahia,Flamengo RJ,0:1
8382570,braseriea,2016-2017,26.06.2017,Chapecoense,Atlético Mineiro,0:1
8382561,braseriea,2016-2017,27.06.2017,Botafogo RJ,Avaí FC,0:2
8382573,braseriea,2016-2017,01.07.2017,SE Palmeiras,Grêmio Porto Alegre,1:0
8382579,braseriea,2016-2017,02.07.2017,Atlético GO,Santos FC,1:1
8382572,braseriea,2016-2017,02.07.2017,Flamengo RJ,São Paulo FC,2:0
8382574,braseriea,2016-2017,02.07.2017,Corinthians SP,Botafogo RJ,1:0
8382575,braseriea,2016-2017,02.07.2017,Atlético Mineiro,Cruzeiro EC,3:1
8382577,braseriea,2016-2017,02.07.2017,Sport Club Recife,Atlético Paranaense,1:0
8382578,braseriea,2016-2017,02.07.2017,EC Vitória BA,EC Bahia,0:0
8382576,braseriea,2016-2017,03.07.2017,Coritiba FC,Vasco da Gama,2:2
8382580,braseriea,2016-2017,03.07.2017,Avaí FC,Ponte Preta,0:0
8382571,braseriea,2016-2017,04.07.2017,Fluminense RJ,Chapecoense,3:3
8382589,braseriea,2016-2017,08.07.2017,Atlético GO,EC Vitória BA,1:2
8382582,braseriea,2016-2017,08.07.2017,Vasco da Gama,Flamengo RJ,0:1
8382584,braseriea,2016-2017,09.07.2017,Corinthians SP,Ponte Preta,2:0
8382590,braseriea,2016-2017,09.07.2017,Chapecoense,Atlético Paranaense,1:1
8382585,braseriea,2016-2017,09.07.2017,Cruzeiro EC,SE Palmeiras,3:1
8382587,braseriea,2016-2017,09.07.2017,Grêmio Porto Alegre,Avaí FC,0:2
8382588,braseriea,2016-2017,09.07.2017,EC Bahia,Fluminense RJ,1:1
8382581,braseriea,2016-2017,10.07.2017,Botafogo RJ,Atlético Mineiro,1:1
8382583,braseriea,2016-2017,10.07.2017,Santos FC,São Paulo FC,3:2
8382586,braseriea,2016-2017,11.07.2017,Coritiba FC,Sport Club Recife,0:3
8382595,braseriea,2016-2017,13.07.2017,Atlético Mineiro,Santos FC,0:1
8382599,braseriea,2016-2017,13.07.2017,Ponte Preta,EC Bahia,0:3
8382591,braseriea,2016-2017,13.07.2017,Fluminense RJ,Botafogo RJ,0:1
8382593,braseriea,2016-2017,13.07.2017,SE Palmeiras,Corinthians SP,0:2
8382596,braseriea,2016-2017,13.07.2017,Atlético Paranaense,Cruzeiro EC,0:2
8382598,braseriea,2016-2017,13.07.2017,EC Vitória BA,Vasco da Gama,1:4
8382592,braseriea,2016-2017,14.07.2017,Flamengo RJ,Grêmio Porto Alegre,0:1
8382594,braseriea,2016-2017,14.07.2017,São Paulo FC,Atlético GO,2:2
8382597,braseriea,2016-2017,14.07.2017,Sport Club Recife,Chapecoense,3:0
8382600,braseriea,2016-2017,14.07.2017,Avaí FC,Coritiba FC,1:4
8382604,braseriea,2016-2017,16.07.2017,Corinthians SP,Atlético Paranaense,2:2
8382603,braseriea,2016-2017,16.07.2017,SE Palmeiras,EC Vitória BA,4:2
8382602,braseriea,2016-2017,16.07.2017,Vasco da Gama,Santos FC,0:0
8382605,braseriea,2016-2017,16.07.2017,Cruzeiro EC,Flamengo RJ,1:1
8382607,braseriea,2016-2017,16.07.2017,Grêmio Porto Alegre,Ponte Preta,3:1
8382609,braseriea,2016-2017,16.07.2017,Atlético GO,Atlético Mineiro,1:2
8382610,braseriea,2016-2017,16.07.2017,Chapecoense,São Paulo FC,2:0
8382606,braseriea,2016-2017,17.07.2017,Coritiba FC,Fluminense RJ,1:2
8382608,braseriea,2016-2017,17.07.2017,EC Bahia,Avaí FC,1:1
8382601,braseriea,2016-2017,18.07.2017,Botafogo RJ,Sport Club Recife,2:1
8382613,braseriea,2016-2017,20.07.2017,Santos FC,Chapecoense,1:0
8382618,braseriea,2016-2017,20.07.2017,EC Vitória BA,Grêmio Porto Alegre,1:3
8382619,braseriea,2016-2017,20.07.2017,Ponte Preta,Coritiba FC,4:0
8382620,braseriea,2016-2017,20.07.2017,Avaí FC,Corinthians SP,0:0
8382612,braseriea,2016-2017,20.07.2017,Flamengo RJ,SE Palmeiras,2:2
8382614,braseriea,2016-2017,20.07.2017,São Paulo FC,Vasco da Gama,1:0
8382615,braseriea,2016-2017,20.07.2017,Atlético Mineiro,EC Bahia,0:2
8382611,braseriea,2016-2017,21.07.2017,Fluminense RJ,Cruzeiro EC,1:1
8382617,braseriea,2016-2017,21.07.2017,Sport Club Recife,Atlético GO,4:0
8382616,braseriea,2016-2017,21.07.2017,Atlético Paranaense,Botafogo RJ,0:0
8382628,braseriea,2016-2017,22.07.2017,EC Vitória BA,Chapecoense,1:2
8382622,braseriea,2016-2017,23.07.2017,Flamengo RJ,Coritiba FC,2:1
8382623,braseriea,2016-2017,23.07.2017,Santos FC,EC Bahia,3:0
8382621,braseriea,2016-2017,23.07.2017,Fluminense RJ,Corinthians SP,0:1
8382627,braseriea,2016-2017,23.07.2017,Sport Club Recife,SE Palmeiras,0:2
8382630,braseriea,2016-2017,23.07.2017,Avaí FC,Cruzeiro EC,1:0
8382625,braseriea,2016-2017,24.07.2017,Atlético Mineiro,Vasco da Gama,1:2
8382626,braseriea,2016-2017,24.07.2017,Atlético Paranaense,Ponte Preta,0:2
8382629,braseriea,2016-2017,24.07.2017,Atlético GO,Botafogo RJ,1:1
8382624,braseriea,2016-2017,25.07.2017,São Paulo FC,Grêmio Porto Alegre,1:1
8382631,braseriea,2016-2017,29.07.2017,Botafogo RJ,São Paulo FC,3:4
8382633,braseriea,2016-2017,30.07.2017,SE Palmeiras,Avaí FC,2:0
8382640,braseriea,2016-2017,30.07.2017,Chapecoense,Atlético GO,1:2
8382634,braseriea,2016-2017,30.07.2017,Corinthians SP,Flamengo RJ,1:1
8382636,braseriea,2016-2017,30.07.2017,Coritiba FC,Atlético Mineiro,0:2
8382638,braseriea,2016-2017,30.07.2017,EC Bahia,Sport Club Recife,1:3
8382635,braseriea,2016-2017,31.07.2017,Cruzeiro EC,EC Vitória BA,0:0
8382637,braseriea,2016-2017,31.07.2017,Grêmio Porto Alegre,Santos FC,1:1
8382632,braseriea,2016-2017,01.08.2017,Vasco da Gama,Atlético Paranaense,0:1
8382639,braseriea,2016-2017,10.08.2017,Ponte Preta,Fluminense RJ,0:0
8382647,braseriea,2016-2017,03.08.2017,Sport Club Recife,Fluminense RJ,2:2
8382650,braseriea,2016-2017,03.08.2017,Chapecoense,EC Bahia,1:1
8382645,braseriea,2016-2017,03.08.2017,Atlético Mineiro,Corinthians SP,0:2
8382648,braseriea,2016-2017,03.08.2017,EC Vitória BA,Ponte Preta,3:1
8382641,braseriea,2016-2017,03.08.2017,Botafogo RJ,SE Palmeiras,1:2
8382643,braseriea,2016-2017,03.08.2017,Santos FC,Flamengo RJ,3:2
8382649,braseriea,2016-2017,03.08.2017,Atlético GO,Grêmio Porto Alegre,0:1
8382644,braseriea,2016-2017,04.08.2017,São Paulo FC,Coritiba FC,1:2
8382646,braseriea,2016-2017,04.08.2017,Atlético Paranaense,Avaí FC,5:0
8382642,braseriea,2016-2017,04.08.2017,Vasco da Gama,Cruzeiro EC,0:3
8382651,braseriea,2016-2017,06.08.2017,Fluminense RJ,Atlético GO,3:1
8382654,braseriea,2016-2017,06.08.2017,Corinthians SP,Sport Club Recife,3:1
8382652,braseriea,2016-2017,06.08.2017,Flamengo RJ,EC Vitória BA,0:2
8382653,braseriea,2016-2017,06.08.2017,SE Palmeiras,Atlético Paranaense,0:1
8382655,braseriea,2016-2017,06.08.2017,Cruzeiro EC,Botafogo RJ,0:0
8382656,braseriea,2016-2017,06.08.2017,Coritiba FC,Chapecoense,2:0
8382657,braseriea,2016-2017,06.08.2017,Grêmio Porto Alegre,Atlético Mineiro,2:0
8382658,braseriea,2016-2017,06.08.2017,EC Bahia,São Paulo FC,2:1
8382659,braseriea,2016-2017,07.08.2017,Ponte Preta,Vasco da Gama,0:0
